,company,year,kms_driven,fuel_type
751,Maruti,2004,69000.0,Petrol
752,Maruti,2012,48000.0,Diesel
753,Tata,2012,55000.0,Diesel
754,Maruti,2013,25000.0,Petrol
755,Hyundai,2014,28400.0,Petrol
756,Hyundai,2014,28000.0,Petrol
757,Maruti,2015,42000.0,Diesel
759,Hyundai,2012,29000.0,Diesel
760,Chevrolet,2005,68485.0,Diesel
761,Tata,2018,3500.0,Petrol
765,Maruti,2006,32000.0,Petrol
766,Mahindra,2018,8000.0,Diesel
767,Ford,2014,34000.0,Diesel
768,Hindustan,1995,37000.0,Petrol
769,Ford,2007,85455.0,Diesel
770,Hyundai,2007,46000.0,Petrol
771,Hyundai,2002,47000.0,Petrol
772,Fiat,2009,64000.0,Petrol
773,Ford,2008,46000.0,Petrol
774,Maruti,2017,8000.0,Petrol
775,Tata,2012,64000.0,Diesel
776,Mahindra,2015,63000.0,Diesel
777,Hyundai,2007,65000.0,Petrol
778,Mahindra,2009,62000.0,Diesel
779,Hyundai,2014,41000.0,Petrol
780,Maruti,2015,14000.0,Petrol
781,Toyota,2006,40000.0,Petrol
782,Hyundai,2017,1600.0,Petrol
783,Tata,2010,90000.0,Diesel
784,Maruti,2011,58000.0,Diesel
785,Volkswagen,2013,27000.0,Petrol
786,Maruti,2003,60000.0,Petrol
787,Tata,2017,31000.0,Petrol
788,Maruti,2009,90000.0,Diesel
789,Maruti,2009,90000.0,Diesel
790,Tata,2016,150000.0,Diesel
791,Chevrolet,2014,31000.0,Diesel
793,Mahindra,2011,43000.0,Diesel
794,Hyundai,2013,20000.0,Petrol
804,Tata,2013,100000.0,Petrol
813,Tata,2013,7000.0,Petrol
814,Hyundai,2017,31000.0,Petrol
815,Hyundai,2009,33000.0,Petrol
816,Hyundai,2016,60000.0,Diesel
817,Volkswagen,2013,48000.0,Diesel
818,Maruti,2014,33000.0,Petrol
819,Tata,2015,15000.0,Petrol
820,Maruti,2005,47000.0,Petrol
821,Maruti,2005,40000.0,Petrol
823,Maruti,2010,38000.0,Diesel
824,Maruti,2017,12500.0,Petrol
825,Maruti,2009,42000.0,Petrol
827,Hyundai,2014,31000.0,Petrol
828,Maruti,2008,60000.0,Diesel
829,Tata,2005,80000.0,Diesel
830,Mahindra,2014,77000.0,Diesel
831,Toyota,2012,75000.0,Diesel
832,Mahindra,2010,40000.0,Diesel
833,Hyundai,2011,47000.0,Petrol
834,Maruti,2000,60000.0,Petrol
835,Mahindra,2016,26500.0,Petrol
836,Mahindra,2019,2875.0,Petrol
837,Datsun,2016,13900.0,Petrol
838,Ford,2019,9000.0,Diesel
839,Tata,2005,80000.0,Diesel
840,Hyundai,2006,60000.0,Petrol
841,Maruti,2016,20000.0,Petrol
842,Maruti,2008,58000.0,Diesel
843,Maruti,2019,1500.0,Petrol
844,Toyota,2011,75000.0,Diesel
846,Maruti,2016,2450.0,Petrol
847,Maruti,2019,1625.0,Petrol
849,Volkswagen,2017,45000.0,Petrol
850,Mahindra,2009,65000.0,Diesel
851,Maruti,2000,33400.0,Petrol
852,Mahindra,2011,60123.0,Diesel
853,Chevrolet,2013,28000.0,Petrol
855,Hyundai,2003,70000.0,Petrol
856,Maruti,2006,7000.0,Petrol
857,Hyundai,2018,25000.0,Petrol
858,Tata,2015,100000.0,Diesel
860,Toyota,2013,42000.0,Petrol
861,Hyundai,2009,20000.0,Petrol
862,Toyota,2003,100000.0,Diesel
863,Hyundai,2004,137495.0,Petrol
864,Tata,2016,91200.0,Diesel
865,Honda,2009,55000.0,Petrol
866,Tata,2017,120000.0,Diesel
867,Mahindra,2013,63000.0,Diesel
868,Tata,2016,104000.0,Diesel
869,Maruti,2016,146000.0,Diesel
870,Hyundai,2011,40000.0,Petrol
871,Hyundai,2011,40000.0,Petrol
872,Chevrolet,2007,100800.0,Diesel
873,Maruti,2016,150000.0,Diesel
874,Hyundai,2018,2100.0,Petrol
875,Honda,2016,95000.0,Petrol
876,Maruti,2016,2500.0,Diesel
877,Hyundai,2006,80000.0,Petrol
878,Mercedes,2006,15000.0,Petrol
879,Maruti,2005,65000.0,Petrol
880,Maruti,2009,51000.0,Diesel
881,Skoda,2009,45000.0,Petrol
883,Maruti,2011,50000.0,Petrol
885,Tata,2009,30000.0,Diesel
886,Toyota,2009,132000.0,Petrol
888,Tata,2018,27000.0,Diesel
889,Mahindra,2013,40000.0,Diesel
890,Honda,2014,47230.51875,Diesel
891,Chevrolet,2014,47230.51875,Diesel
